State Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver License Status,Alcohol Involvement,Accident Location Details
Telangana,2020,May,Monday,07:02,Fatal,3,Bus,8,5,Clear,State Highway,Dry,Dusk,Police Checkpost,50,49,Valid,Yes,Curve
Meghalaya,2021,December,Tuesday,03:09,Fatal,4,Cycle,11,5,Clear,National Highway,Wet,Dusk,Signs,65,55,None,Yes,Intersection
Punjab,2023,December,Saturday,20:27,Minor,2,Pedestrian,6,5,Rainy,Village Road,Under Construction,Dawn,Signs,54,21,None,No,Bridge
Madhya Pradesh,2018,March,Friday,13:34,Fatal,4,Two-Wheeler,13,1,Clear,Village Road,Dry,Dusk,Signals,111,63,Expired,Yes,Straight Road
Chhattisgarh,2023,July,Tuesday,21:52,Minor,1,Auto-Rickshaw,11,0,Clear,Village Road,Dry,Dusk,Signals,118,40,None,No,Bridge
Jharkhand,2019,April,Sunday,05:24,Minor,3,Cycle,7,1,Rainy,Urban Road,Dry,Dawn,None,38,27,None,No,Bridge
Tamil Nadu,2022,April,Friday,10:06,Serious,2,Truck,8,5,Rainy,Urban Road,Damaged,Dawn,Police Checkpost,39,49,None,No,Intersection
Jharkhand,2020,October,Wednesday,06:29,Minor,5,Truck,9,0,Stormy,Village Road,Wet,Dusk,Signals,35,49,Valid,No,Straight Road
Sikkim,2022,April,Tuesday,12:28,Serious,2,Car,7,0,Rainy,Village Road,Wet,Dusk,Signs,54,32,None,Yes,Curve
Uttarakhand,2023,April,Saturday,02:07,Minor,2,Pedestrian,7,3,Clear,State Highway,Dry,Dusk,Signs,44,39,Valid,No,Bridge
Goa,2020,October,Saturday,22:40,Serious,2,Truck,11,5,Clear,Urban Road,Wet,Dawn,None,110,45,Valid,No,Curve
Himachal Pradesh,2022,May,Thursday,19:28,Fatal,1,Pedestrian,7,2,Rainy,National Highway,Wet,Daylight,Signals,65,63,Valid,Yes,Bridge
Karnataka,2020,February,Thursday,19:57,Fatal,5,Truck,14,4,Foggy,Village Road,Dry,Dusk,Police Checkpost,95,44,Valid,Yes,Intersection
Mizoram,2020,April,Monday,12:36,Minor,3,Car,12,0,Clear,State Highway,Dry,Daylight,None,86,33,None,No,Bridge
Jammu and Kashmir,2021,October,Wednesday,18:47,Minor,1,Truck,8,5,Clear,State Highway,Dry,Dusk,Signs,82,56,None,No,Straight Road
Maharashtra,2022,February,Saturday,12:06,Fatal,2,Two-Wheeler,6,4,Clear,Urban Road,Dry,Dawn,Police Checkpost,71,39,Valid,Yes,Bridge
Bihar,2022,February,Tuesday,21:48,Minor,4,Two-Wheeler,11,2,Clear,National Highway,Damaged,Dawn,Police Checkpost,48,38,None,No,Straight Road
Jharkhand,2019,December,Wednesday,10:34,Serious,5,Truck,10,1,Clear,Urban Road,Wet,Dark,Signs,42,43,Valid,Yes,Straight Road
West Bengal,2021,June,Wednesday,15:12,Minor,3,Bus,12,1,Rainy,Urban Road,Under Construction,Dusk,Signs,102,40,None,No,Bridge
Delhi,2022,February,Tuesday,19:10,Fatal,2,Bus,8,1,Clear,National Highway,Under Construction,Dusk,Signs,73,49,None,Yes,Intersection
Uttar Pradesh,2021,November,Thursday,17:19,Fatal,1,Bus,10,4,Clear,National Highway,Damaged,Dusk,Signs,98,30,None,Yes,Straight Road
Goa,2019,March,Saturday,19:05,Minor,4,Bus,13,2,Stormy,Urban Road,Damaged,Daylight,None,76,46,None,No,Straight Road
Andhra Pradesh,2021,June,Tuesday,15:15,Serious,3,Cycle,10,0,Clear,National Highway,Under Construction,Dark,Signals,83,40,Valid,No,Intersection
Tripura,2018,October,Sunday,19:28,Fatal,5,Two-Wheeler,12,5,Rainy,National Highway,Dry,Dawn,Signs,76,53,Valid,Yes,Straight Road
Himachal Pradesh,2023,July,Tuesday,01:18,Minor,1,Cycle,9,0,Rainy,Urban Road,Under Construction,Daylight,None,103,24,Expired,No,Intersection
Uttarakhand,2022,April,Sunday,08:08,Fatal,5,Cycle,14,2,Clear,Village Road,Wet,Daylight,Signals,87,45,Valid,Yes,Intersection
Nagaland,2020,November,Sunday,07:11,Minor,5,Truck,7,1,Rainy,State Highway,Damaged,Dark,None,36,38,Expired,No,Bridge
Meghalaya,2023,October,Wednesday,01:34,Minor,2,Bus,6,3,Rainy,National Highway,Damaged,Daylight,None,47,58,Valid,No,Straight Road
Odisha,2021,February,Monday,20:05,Fatal,5,Truck,14,4,Clear,Village Road,Dry,Dark,Signs,113,47,Valid,Yes,Straight Road
Nagaland,2022,March,Friday,20:28,Minor,3,Two-Wheeler,9,0,Foggy,National Highway,Wet,Daylight,Signs,64,11,None,No,Intersection
Chandigarh,2020,September,Thursday,10:57,Serious,2,Pedestrian,13,3,Clear,Village Road,Wet,Dark,Signals,113,42,Valid,No,Intersection
Karnataka,2018,January,Saturday,19:34,Fatal,1,Two-Wheeler,4,2,Rainy,State Highway,Wet,Daylight,Signals,37,54,Expired,Yes,Intersection
Mizoram,2019,February,Wednesday,08:12,Fatal,4,Car,12,1,Clear,State Highway,Wet,Dusk,Signs,80,40,None,Yes,Straight Road
Haryana,2018,June,Friday,06:56,Fatal,2,Pedestrian,4,5,Rainy,State Highway,Wet,Dawn,Police Checkpost,30,30,None,Yes,Intersection
Jammu and Kashmir,2023,August,Monday,23:54,Serious,2,Cycle,10,1,Clear,State Highway,Dry,Daylight,None,94,39,Valid,Yes,Intersection
Maharashtra,2022,July,Saturday,09:37,Minor,3,Car,12,3,Foggy,Village Road,Dry,Dark,Signs,101,42,None,No,Intersection
Kerala,2018,September,Tuesday,23:21,Minor,3,Truck,9,4,Clear,National Highway,Dry,Dusk,Police Checkpost,71,41,Expired,No,Intersection
Tripura,2019,November,Wednesday,21:54,Fatal,4,Bus,13,1,Clear,State Highway,Dry,Dark,None,92,38,Valid,Yes,Bridge
Kerala,2020,December,Thursday,03:43,Minor,5,Bus,15,2,Clear,Urban Road,Wet,Dusk,None,97,52,Valid,No,Bridge
Himachal Pradesh,2019,July,Thursday,22:25,Fatal,4,Pedestrian,9,5,Clear,Urban Road,Damaged,Dusk,Signs,48,49,Expired,Yes,Curve
Chandigarh,2019,October,Wednesday,00:47,Minor,3,Auto-Rickshaw,14,2,Clear,State Highway,Dry,Dark,Signals,112,60,Expired,No,Bridge
Punjab,2023,July,Tuesday,13:26,Minor,5,Truck,9,0,Rainy,National Highway,Wet,Dusk,Police Checkpost,34,35,Expired,No,Straight Road
Jharkhand,2022,May,Thursday,23:01,Fatal,5,Two-Wheeler,12,0,Clear,National Highway,Damaged,Dark,None,90,49,Valid,Yes,Straight Road
Puducherry,2018,May,Thursday,19:02,Fatal,2,Car,11,3,Clear,National Highway,Dry,Dusk,None,115,33,Valid,Yes,Curve
Telangana,2023,March,Monday,16:38,Fatal,2,Bus,9,4,Clear,National Highway,Wet,Dusk,None,101,5,Valid,Yes,Curve
Manipur,2018,May,Saturday,10:14,Minor,5,Truck,12,2,Foggy,State Highway,Dry,Daylight,None,85,31,Valid,No,Bridge
Mizoram,2019,September,Saturday,19:35,Fatal,3,Pedestrian,8,2,Clear,Urban Road,Wet,Dusk,Signs,49,40,Valid,Yes,Curve
Mizoram,2019,September,Tuesday,06:20,Serious,3,Two-Wheeler,12,3,Rainy,Urban Road,Dry,Dawn,None,94,52,None,Yes,Bridge
Uttarakhand,2019,September,Saturday,05:24,Minor,3,Pedestrian,7,3,Clear,Village Road,Dry,Dawn,Signals,48,46,Valid,No,Intersection
Andhra Pradesh,2020,May,Friday,18:02,Serious,2,Truck,12,1,Clear,Urban Road,Wet,Dark,Police Checkpost,111,37,None,Yes,Intersection
Uttar Pradesh,2023,October,Friday,07:31,Minor,2,Pedestrian,10,4,Clear,Village Road,Damaged,Dusk,Signals,113,63,Valid,No,Bridge
Chandigarh,2018,July,Thursday,02:51,Minor,4,Auto-Rickshaw,12,4,Foggy,Urban Road,Under Construction,Daylight,Signs,93,32,None,No,Intersection
Jammu and Kashmir,2019,August,Wednesday,18:24,Serious,1,Two-Wheeler,8,5,Clear,Village Road,Wet,Dawn,Signs,78,28,None,Yes,Straight Road
Gujarat,2018,February,Monday,10:59,Serious,3,Two-Wheeler,11,1,Clear,State Highway,Dry,Daylight,Police Checkpost,87,43,Expired,Yes,Curve
Telangana,2018,August,Friday,18:00,Serious,5,Auto-Rickshaw,12,0,Clear,Urban Road,Dry,Daylight,Police Checkpost,70,63,None,Yes,Curve
Puducherry,2023,September,Tuesday,12:09,Serious,5,Truck,14,3,Clear,Village Road,Under Construction,Dawn,None,90,56,Valid,Yes,Bridge
Assam,2023,November,Wednesday,03:29,Minor,3,Bus,12,1,Clear,National Highway,Damaged,Dark,Signals,111,40,Valid,No,Intersection
Telangana,2023,December,Tuesday,10:25,Minor,5,Auto-Rickshaw,10,3,Clear,Village Road,Dry,Dark,Signs,58,33,Valid,No,Straight Road
Himachal Pradesh,2019,September,Wednesday,18:52,Serious,4,Pedestrian,12,3,Rainy,Urban Road,Wet,Daylight,None,109,30,Valid,Yes,Curve
Tamil Nadu,2023,January,Sunday,17:11,Minor,4,Bus,10,4,Clear,Village Road,Dry,Daylight,Signals,70,24,Valid,No,Bridge
Sikkim,2020,July,Monday,23:29,Minor,4,Truck,13,0,Clear,Village Road,Under Construction,Dusk,Signs,111,37,None,No,Curve
Jammu and Kashmir,2021,June,Thursday,23:27,Fatal,3,Pedestrian,12,5,Clear,State Highway,Wet,Dawn,Signs,89,36,Expired,Yes,Curve
Assam,2021,November,Saturday,12:14,Serious,3,Car,8,2,Stormy,Village Road,Wet,Dark,Police Checkpost,61,32,None,No,Bridge
Uttar Pradesh,2022,September,Thursday,20:23,Fatal,3,Two-Wheeler,13,3,Rainy,State Highway,Damaged,Dawn,Signals,114,53,Expired,Yes,Bridge
Goa,2022,July,Friday,08:10,Minor,3,Car,8,1,Clear,Urban Road,Dry,Daylight,Police Checkpost,42,39,Valid,No,Bridge
Rajasthan,2018,September,Saturday,20:47,Minor,1,Auto-Rickshaw,5,4,Clear,State Highway,Dry,Dawn,Signs,43,45,Valid,No,Curve
Kerala,2021,September,Saturday,21:12,Fatal,2,Pedestrian,11,3,Clear,Urban Road,Dry,Dusk,Police Checkpost,107,27,Valid,Yes,Curve
Chhattisgarh,2022,December,Monday,10:48,Serious,2,Truck,9,5,Foggy,Village Road,Dry,Dusk,Signs,66,70,Valid,No,Intersection
Arunachal Pradesh,2023,October,Thursday,14:09,Minor,1,Truck,6,1,Clear,State Highway,Damaged,Dark,Signs,69,53,Valid,No,Intersection
Manipur,2022,March,Monday,10:47,Fatal,2,Car,5,4,Rainy,State Highway,Under Construction,Dawn,Signs,46,19,Valid,Yes,Straight Road
Odisha,2021,July,Saturday,00:49,Fatal,4,Bus,13,0,Clear,Urban Road,Under Construction,Dark,None,104,49,Expired,Yes,Intersection
Uttar Pradesh,2018,November,Sunday,18:21,Fatal,2,Two-Wheeler,13,2,Clear,Village Road,Dry,Dawn,None,107,36,Expired,Yes,Curve
Mizoram,2020,April,Friday,00:32,Fatal,4,Auto-Rickshaw,13,5,Clear,State Highway,Wet,Daylight,Signs,109,41,Valid,Yes,Intersection
Haryana,2023,November,Friday,05:04,Fatal,4,Auto-Rickshaw,9,0,Clear,State Highway,Dry,Dawn,Signals,48,48,Expired,Yes,Straight Road
Himachal Pradesh,2023,February,Friday,12:16,Fatal,4,Car,11,0,Clear,State Highway,Wet,Daylight,Signals,68,39,Valid,Yes,Curve
Uttarakhand,2022,November,Thursday,12:15,Fatal,1,Bus,6,0,Clear,Urban Road,Dry,Dark,Signs,87,51,Valid,Yes,Straight Road
Andhra Pradesh,2018,October,Wednesday,03:40,Fatal,4,Bus,15,3,Rainy,Village Road,Under Construction,Dusk,Signals,117,55,None,Yes,Intersection
Tamil Nadu,2022,May,Saturday,13:58,Minor,3,Car,12,4,Foggy,State Highway,Dry,Dark,Signs,109,50,Expired,No,Bridge
Goa,2022,July,Friday,07:03,Fatal,5,Truck,10,3,Stormy,National Highway,Damaged,Dusk,None,59,22,Valid,Yes,Straight Road
Arunachal Pradesh,2020,April,Tuesday,03:42,Serious,1,Truck,9,2,Rainy,National Highway,Wet,Daylight,None,90,41,None,No,Curve
Rajasthan,2019,June,Sunday,21:59,Serious,1,Two-Wheeler,7,0,Rainy,Village Road,Dry,Dawn,None,70,46,Valid,No,Intersection
Assam,2019,February,Tuesday,07:57,Minor,2,Bus,12,3,Clear,State Highway,Dry,Dusk,Signs,120,48,None,No,Intersection
Karnataka,2023,December,Monday,15:59,Fatal,1,Bus,4,5,Clear,Village Road,Damaged,Dawn,Signals,59,32,Valid,Yes,Curve
Maharashtra,2019,June,Saturday,12:09,Minor,3,Pedestrian,10,1,Foggy,Village Road,Dry,Dawn,Signals,63,16,None,No,Straight Road
Bihar,2023,January,Saturday,19:01,Minor,4,Car,10,2,Clear,National Highway,Under Construction,Dark,Police Checkpost,34,21,None,No,Curve
Rajasthan,2020,June,Saturday,14:31,Fatal,1,Auto-Rickshaw,10,0,Clear,Urban Road,Damaged,Daylight,Signals,119,41,Expired,Yes,Straight Road
Gujarat,2019,July,Friday,07:46,Minor,5,Auto-Rickshaw,15,1,Clear,State Highway,Wet,Dusk,Signals,104,38,None,No,Bridge
Arunachal Pradesh,2020,February,Wednesday,09:05,Minor,1,Cycle,5,5,Clear,Urban Road,Under Construction,Dusk,None,46,21,Valid,No,Straight Road
Madhya Pradesh,2020,December,Saturday,15:42,Fatal,1,Pedestrian,6,1,Clear,State Highway,Under Construction,Dawn,Signs,38,46,Valid,Yes,Straight Road
Jammu and Kashmir,2020,January,Monday,21:09,Fatal,3,Truck,10,2,Rainy,Village Road,Under Construction,Dawn,Police Checkpost,90,36,Expired,Yes,Straight Road
Gujarat,2020,January,Friday,04:30,Fatal,3,Two-Wheeler,8,5,Clear,National Highway,Under Construction,Daylight,None,62,28,None,Yes,Intersection
Nagaland,2020,November,Saturday,23:41,Fatal,2,Cycle,11,5,Clear,Urban Road,Dry,Daylight,None,100,31,Valid,Yes,Curve
Nagaland,2020,March,Saturday,20:41,Serious,2,Car,11,1,Clear,Urban Road,Wet,Dawn,Signs,117,49,Valid,Yes,Intersection
Jammu and Kashmir,2019,August,Monday,04:54,Serious,3,Auto-Rickshaw,11,0,Clear,Urban Road,Wet,Dark,Signs,112,21,Valid,Yes,Intersection
Madhya Pradesh,2020,September,Friday,17:51,Minor,5,Truck,12,5,Clear,National Highway,Wet,Dawn,Signals,72,43,None,No,Straight Road
Telangana,2019,March,Wednesday,09:47,Serious,5,Auto-Rickshaw,15,3,Clear,State Highway,Wet,Dawn,Police Checkpost,110,28,None,Yes,Curve
Tripura,2018,March,Thursday,22:38,Fatal,3,Pedestrian,12,3,Rainy,State Highway,Damaged,Dark,Signs,96,26,Expired,Yes,Bridge
Assam,2021,December,Wednesday,03:12,Serious,4,Two-Wheeler,15,5,Foggy,National Highway,Wet,Dawn,Signs,109,24,None,Yes,Curve
Haryana,2022,June,Wednesday,06:32,Minor,4,Car,9,3,Foggy,Urban Road,Damaged,Dusk,Signs,77,42,None,No,Bridge
Jammu and Kashmir,2023,August,Monday,06:41,Serious,1,Two-Wheeler,7,3,Clear,Village Road,Under Construction,Dawn,Police Checkpost,64,34,None,No,Bridge
Nagaland,2021,June,Friday,08:28,Fatal,4,Truck,12,2,Clear,Village Road,Under Construction,Dusk,Signs,106,45,None,Yes,Straight Road
Tamil Nadu,2018,November,Saturday,01:42,Fatal,2,Truck,5,5,Clear,State Highway,Wet,Dark,Police Checkpost,50,31,Valid,Yes,Bridge
Goa,2022,August,Wednesday,14:37,Minor,2,Truck,7,5,Rainy,Village Road,Under Construction,Dark,Police Checkpost,55,45,None,No,Curve
Mizoram,2020,August,Monday,10:52,Fatal,3,Auto-Rickshaw,9,2,Clear,National Highway,Dry,Daylight,Signals,30,25,None,Yes,Curve
Meghalaya,2019,July,Monday,06:31,Serious,5,Bus,14,3,Clear,State Highway,Under Construction,Dusk,Signals,101,47,None,Yes,Intersection
Madhya Pradesh,2019,December,Tuesday,06:32,Minor,5,Bus,9,2,Clear,National Highway,Damaged,Dawn,Police Checkpost,43,35,Expired,No,Straight Road
Kerala,2021,September,Friday,05:43,Minor,5,Truck,8,3,Clear,Urban Road,Wet,Dawn,Signals,34,47,Expired,No,Straight Road
Rajasthan,2019,August,Saturday,05:51,Minor,2,Auto-Rickshaw,8,0,Rainy,Village Road,Damaged,Daylight,Signals,53,47,Valid,No,Bridge
Tripura,2019,November,Saturday,20:50,Minor,2,Two-Wheeler,7,3,Rainy,National Highway,Damaged,Dusk,Police Checkpost,69,61,Valid,No,Straight Road
Delhi,2023,July,Friday,15:43,Minor,4,Two-Wheeler,14,1,Clear,State Highway,Damaged,Dark,Signals,105,36,None,No,Intersection
Madhya Pradesh,2021,January,Tuesday,15:03,Minor,4,Bus,14,3,Clear,State Highway,Under Construction,Dusk,Signs,98,38,Valid,No,Bridge
Chhattisgarh,2019,November,Friday,04:19,Fatal,5,Bus,11,2,Clear,National Highway,Under Construction,Dusk,Signs,64,30,Valid,Yes,Straight Road
Delhi,2020,August,Saturday,01:17,Serious,3,Car,12,2,Clear,National Highway,Wet,Dark,Signals,116,72,Valid,No,Straight Road
Meghalaya,2022,October,Saturday,03:11,Fatal,1,Pedestrian,5,0,Clear,State Highway,Dry,Dawn,Signals,77,44,Valid,Yes,Bridge
Manipur,2020,October,Saturday,23:27,Minor,4,Pedestrian,10,0,Clear,Urban Road,Under Construction,Dawn,Police Checkpost,45,32,Valid,No,Bridge
Manipur,2019,January,Saturday,11:44,Minor,3,Auto-Rickshaw,8,5,Foggy,State Highway,Under Construction,Dawn,None,72,30,Expired,No,Bridge
Chandigarh,2021,September,Tuesday,23:04,Minor,3,Two-Wheeler,5,5,Clear,National Highway,Damaged,Dusk,Police Checkpost,30,26,Valid,No,Bridge
Assam,2019,December,Sunday,09:54,Fatal,1,Bus,8,0,Clear,State Highway,Under Construction,Dark,Signs,75,23,Valid,Yes,Bridge
West Bengal,2020,February,Sunday,17:38,Fatal,4,Pedestrian,13,2,Clear,Village Road,Dry,Daylight,None,111,29,Valid,Yes,Curve
Mizoram,2021,July,Saturday,06:06,Minor,5,Pedestrian,14,2,Clear,Urban Road,Under Construction,Dusk,Police Checkpost,103,39,None,No,Straight Road
Nagaland,2019,December,Saturday,07:43,Minor,4,Car,14,1,Clear,State Highway,Wet,Dark,Signs,100,57,None,No,Bridge
Bihar,2020,May,Monday,02:00,Fatal,1,Car,5,4,Foggy,Village Road,Dry,Daylight,Signals,36,49,Expired,Yes,Intersection
Mizoram,2023,August,Sunday,01:47,Minor,1,Two-Wheeler,5,3,Clear,Village Road,Damaged,Dark,Police Checkpost,44,50,Valid,No,Bridge
Rajasthan,2022,April,Sunday,19:34,Minor,3,Truck,7,5,Clear,State Highway,Dry,Dark,Signs,42,57,Expired,No,Curve
Madhya Pradesh,2020,September,Tuesday,04:59,Minor,2,Cycle,6,5,Rainy,Urban Road,Wet,Dawn,None,54,44,None,No,Intersection
West Bengal,2021,November,Saturday,03:04,Minor,2,Two-Wheeler,12,5,Clear,National Highway,Dry,Dawn,Signals,103,38,Expired,No,Curve
Jharkhand,2019,December,Thursday,12:53,Serious,1,Pedestrian,10,3,Clear,State Highway,Under Construction,Daylight,Signs,92,18,Valid,Yes,Bridge
Himachal Pradesh,2023,March,Wednesday,11:58,Fatal,4,Car,8,1,Clear,State Highway,Under Construction,Dark,Police Checkpost,41,23,Expired,Yes,Straight Road
Himachal Pradesh,2023,July,Tuesday,22:15,Minor,3,Two-Wheeler,9,5,Rainy,Village Road,Wet,Daylight,None,62,44,None,No,Intersection
Chhattisgarh,2021,May,Friday,18:36,Minor,4,Truck,7,3,Clear,Urban Road,Damaged,Dawn,Signs,32,35,Expired,No,Curve
Meghalaya,2019,May,Saturday,01:23,Minor,3,Bus,6,1,Clear,Village Road,Damaged,Dusk,Signs,36,69,Valid,No,Curve
Nagaland,2023,November,Monday,04:51,Fatal,1,Bus,9,5,Clear,Village Road,Damaged,Dawn,Signals,113,40,None,Yes,Straight Road
Tripura,2020,July,Saturday,11:42,Serious,2,Cycle,9,4,Clear,Village Road,Wet,Dawn,Signals,77,26,Valid,No,Bridge
Jharkhand,2020,December,Friday,06:44,Serious,4,Truck,13,0,Clear,National Highway,Damaged,Dark,None,100,34,Valid,Yes,Curve
Jharkhand,2022,March,Friday,08:03,Minor,3,Truck,12,2,Clear,State Highway,Wet,Daylight,Police Checkpost,89,35,Valid,No,Bridge
Karnataka,2021,March,Tuesday,02:12,Minor,1,Two-Wheeler,10,2,Foggy,Village Road,Wet,Dusk,Police Checkpost,99,36,Valid,No,Bridge
Goa,2021,April,Monday,14:44,Minor,5,Car,8,0,Stormy,Village Road,Wet,Dark,Signs,35,43,Valid,No,Curve
Madhya Pradesh,2022,January,Thursday,22:11,Minor,5,Bus,10,5,Clear,Urban Road,Damaged,Dark,Signals,65,36,None,No,Curve
Maharashtra,2018,March,Sunday,13:26,Fatal,5,Two-Wheeler,14,4,Rainy,Urban Road,Damaged,Dark,Police Checkpost,87,54,Valid,Yes,Straight Road
Puducherry,2022,August,Saturday,14:36,Minor,3,Auto-Rickshaw,10,5,Clear,Village Road,Damaged,Dark,Signals,82,38,Valid,No,Curve
Punjab,2020,March,Sunday,06:11,Fatal,5,Auto-Rickshaw,10,5,Rainy,National Highway,Wet,Dawn,Police Checkpost,40,37,None,Yes,Intersection
Gujarat,2022,January,Monday,11:22,Serious,5,Auto-Rickshaw,9,2,Clear,Village Road,Dry,Dusk,None,54,31,Valid,No,Bridge
Kerala,2020,December,Thursday,14:51,Serious,4,Bus,13,5,Clear,Village Road,Wet,Dark,None,104,26,Valid,Yes,Curve
Chandigarh,2018,March,Saturday,05:27,Minor,1,Bus,3,1,Foggy,Urban Road,Wet,Dawn,Police Checkpost,31,13,Valid,No,Intersection
Manipur,2019,August,Wednesday,22:24,Serious,4,Auto-Rickshaw,10,5,Clear,National Highway,Damaged,Dusk,Police Checkpost,50,42,Expired,Yes,Straight Road
Karnataka,2022,October,Thursday,22:34,Minor,2,Cycle,13,1,Rainy,Urban Road,Under Construction,Dawn,Police Checkpost,119,31,Expired,No,Straight Road
Rajasthan,2021,April,Wednesday,22:10,Serious,1,Bus,9,4,Rainy,National Highway,Dry,Daylight,Police Checkpost,69,27,Valid,Yes,Straight Road
Odisha,2022,March,Thursday,03:40,Fatal,3,Auto-Rickshaw,14,3,Clear,State Highway,Dry,Dark,Signs,119,32,Valid,Yes,Intersection
Madhya Pradesh,2018,June,Thursday,16:15,Minor,2,Bus,9,4,Rainy,Urban Road,Wet,Dark,None,95,58,None,No,Straight Road
Jammu and Kashmir,2020,April,Friday,16:03,Minor,2,Cycle,7,0,Clear,National Highway,Wet,Dawn,Police Checkpost,74,68,Valid,No,Straight Road
Nagaland,2023,October,Monday,07:37,Serious,5,Bus,9,1,Clear,State Highway,Dry,Dark,None,63,60,Expired,Yes,Straight Road
Maharashtra,2020,March,Thursday,08:01,Fatal,1,Truck,5,3,Clear,Village Road,Dry,Dark,Signs,44,34,Valid,Yes,Intersection
Jharkhand,2023,February,Monday,20:29,Serious,1,Car,7,4,Clear,National Highway,Under Construction,Dawn,Signals,84,28,Expired,No,Bridge
Chandigarh,2022,October,Monday,17:23,Fatal,5,Auto-Rickshaw,9,4,Clear,Village Road,Wet,Dawn,Signs,43,34,None,Yes,Intersection
Manipur,2023,March,Friday,03:06,Minor,4,Auto-Rickshaw,11,0,Clear,Urban Road,Under Construction,Daylight,Signs,66,26,Expired,No,Curve
Haryana,2018,July,Monday,20:56,Minor,2,Pedestrian,8,5,Foggy,Urban Road,Wet,Daylight,Signs,75,51,Expired,No,Bridge
Jharkhand,2022,September,Thursday,04:36,Minor,4,Auto-Rickshaw,10,2,Clear,National Highway,Damaged,Dawn,Police Checkpost,44,33,Expired,No,Curve
Odisha,2021,November,Sunday,20:21,Serious,4,Car,6,1,Rainy,National Highway,Under Construction,Dawn,None,30,33,Valid,Yes,Curve
Maharashtra,2020,June,Thursday,02:49,Fatal,2,Auto-Rickshaw,13,4,Clear,State Highway,Wet,Dawn,Police Checkpost,118,42,Valid,Yes,Intersection
West Bengal,2023,December,Monday,14:41,Minor,5,Truck,10,5,Clear,Urban Road,Wet,Dusk,None,35,76,None,No,Bridge
Andhra Pradesh,2019,December,Thursday,01:12,Fatal,4,Two-Wheeler,12,0,Clear,Village Road,Wet,Dusk,Signals,82,45,Valid,Yes,Straight Road
Odisha,2023,November,Sunday,04:42,Serious,5,Cycle,11,1,Rainy,Village Road,Dry,Daylight,Police Checkpost,68,46,Expired,No,Bridge
Puducherry,2022,March,Tuesday,04:27,Minor,4,Two-Wheeler,10,3,Foggy,National Highway,Wet,Daylight,Signals,61,64,Valid,No,Intersection
Puducherry,2019,August,Tuesday,05:15,Fatal,2,Pedestrian,5,5,Clear,Village Road,Damaged,Dark,None,35,40,None,Yes,Curve
Puducherry,2018,January,Thursday,10:32,Minor,2,Auto-Rickshaw,10,3,Clear,National Highway,Dry,Daylight,Police Checkpost,86,23,None,No,Intersection
Delhi,2019,July,Thursday,00:01,Fatal,1,Auto-Rickshaw,9,4,Clear,Village Road,Under Construction,Dawn,None,108,43,Valid,Yes,Bridge
Haryana,2022,February,Saturday,07:44,Minor,4,Car,9,1,Clear,Urban Road,Under Construction,Daylight,Police Checkpost,39,25,Expired,No,Intersection
Meghalaya,2018,August,Friday,19:11,Fatal,3,Cycle,8,4,Rainy,Village Road,Dry,Dawn,Signals,75,50,Expired,Yes,Intersection
Uttarakhand,2023,March,Saturday,16:36,Serious,3,Auto-Rickshaw,8,0,Clear,National Highway,Under Construction,Dawn,Signs,62,51,None,Yes,Straight Road
Uttarakhand,2022,July,Sunday,21:03,Minor,2,Auto-Rickshaw,5,1,Rainy,State Highway,Wet,Dark,Signs,35,31,Valid,No,Curve
Nagaland,2020,May,Tuesday,13:37,Fatal,1,Auto-Rickshaw,7,5,Rainy,Village Road,Wet,Dark,Signs,62,47,Expired,Yes,Straight Road
